Symbol,Min_halflife,Max_halflife,Tissue_rolfs
MME,89.68425431796136,131.1950499482541,Thyroid Cartilage
MMUT,54.343173701289366,145.9257222230847,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
MN1,8.317766166719787,40.32660800309972,Arytenoid Cartilage|Vocal Fold Mucosa
MNS1,875.0937576769431,1360.2234123825583,Thyroid Cartilage
MOAP1,44.24696740016142,60.93824804365991,Liver
MOGS,124.88200835852204,164.31778282732898,Liver
MOSPD1,188.65425644626333,251.86271511632907,Cricoid Cartilage|Laryngeal Muscle
MOXD1,335.39379704513607,605.3687166462463,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Vocal Fold Mucosa
MPC1,85.56932428083005,222.75752990671987,Arytenoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
MPC2,72.38190111576746,104.08266491544794,Liver
MPDU1,73.0173038381138,147.79257581229908,Arytenoid Cartilage|Cricoid Cartilage|Liver
MPI,184.0824646833566,301.8605032376786,Cricoid Cartilage|Laryngeal Muscle
MPST,72.50493520500363,232.4697084046782,Liver|Sternocleidomastoid Muscle
MPZ,703.7027213806538,2583.1571946333347,Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MRC1,67.02740776597165,96.78573617311966,Liver
MRO,105.56210631028108,131.94426025885906,Liver
MRPL1,77.94008776910921,189.6219347250952,Cricoid Cartilage|Laryngeal Muscle|Liver
MRPL11,108.07908220787971,130.28061973088307,Liver
MRPL12,84.72387233735031,181.55115500860757,Laryngeal Muscle|Liver
MRPL19,190.53410071506983,225.0477858959917,Cricoid Cartilage
MRPL27,85.71482034952689,144.20537737027092,Liver
MRPL40,160.93191770760805,257.0782310837472,Cricoid Cartilage|Laryngeal Muscle
MRPS27,89.74231177340621,115.02131185394202,Liver
MRPS35,84.75408769837695,123.36323569474878,Liver
MRPS36,115.39631196891469,441.3778809614963,Arytenoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
MSI2,108.81431405963409,163.80004266872717,Arytenoid Cartilage|Cricoid Cartilage
MSLN,35.88337431716711,95.59002662436711,Cricoid Cartilage|Vocal Fold Mucosa
MSMO1,30.396748160792757,49.60943647582574,Liver
MSN,12.12352138105275,183.43292902668833,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
MSRA,76.00992567593826,142.74525770925786,Arytenoid Cartilage|Liver
MT-ATP8,226.3645711449198,375.7743919909882,Arytenoid Cartilage|Vocal Fold Mucosa
MT-CO2,124.08094527812881,609.360158734024,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
MT-ND2,119.64565832450175,459.03786792049647,Cricoid Cartilage|Liver|Thyroid Cartilage
MT-ND5,116.65053175400516,398.4558642739818,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
MTA2,41.54313338687116,74.3620416317497,Arytenoid Cartilage
MTAP,87.27981287217746,224.4102567574419,Arytenoid Cartilage|Cricoid Cartilage|Liver
MTARC1,70.70826001375569,99.56031081116075,Liver
MTARC2,56.35152038697422,138.93045209152157,Arytenoid Cartilage|Cricoid Cartilage|Liver
MTCH2,103.79044380731409,407.4340517616679,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
MTDH,80.3532451018634,119.54248586831976,Cricoid Cartilage|Liver
MTERF2,170.28899921624046,204.51846979879124,Cricoid Cartilage
MTFP1,142.42750285478365,201.42308189173914,Sternocleidomastoid Muscle
MTHFD1,76.90953459749048,194.4766464044754,Arytenoid Cartilage|Cricoid Cartilage|Liver
MTHFD1L,76.90953459749048,127.47534355123545,Liver
MTHFS,114.75155089631475,148.22714366424944,Liver
MTPN,68.34647630828326,162.86990731778704,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
MTTP,78.2553971842928,107.9108220902732,Liver
MTX1,76.9095345974882,105.34151680240612,Liver
MTX2,86.15429247209624,375.6895287586567,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
MUG1,16.17219883675785,87.07423362176755,Arytenoid Cartilage|Blood|Cricoid Cartilage|Liver|Vocal Fold Mucosa
MUG2,16.17219883675785,87.07423362176755,Arytenoid Cartilage|Blood|Liver|Vocal Fold Mucosa
MUP1,28.49086700138501,64.9292858726773,Liver
MUP11,28.49086700138501,64.9292858726773,Liver
MUP17,28.49086700138501,64.9292858726773,Liver
MUP18,28.49086700138501,64.9292858726773,Liver
MUP2,28.49086700138501,64.9292858726773,Liver
MVK,90.56308091587628,138.24925067262265,Liver
MVP,56.889174247447926,128.02472166722018,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
MYBBP1A,45.27784310018425,66.6674641663877,Cricoid Cartilage|Liver
MYBPC2,92.9047935520981,340.7524033886648,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYBPH,84.28602286790624,359.4540262193396,Arytenoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYBPHL,292.0051313574339,438.23847032241144,Cricoid Cartilage|Laryngeal Muscle
MYCBP,57.68615137470945,83.41957844468331,Liver
MYDGF,52.92378180077852,159.63470236478565,Arytenoid Cartilage|Cricoid Cartilage|Liver
MYEF2,332.51113998478445,432.54114231510124,Laryngeal Muscle
MYH1,8.317766166719794,505.6392806516361,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH10,25.155041936488697,204.11696114642007,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
MYH11,53.88375711281283,297.32854930180656,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH14,46.22008316692234,189.773355389397,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
MYH3,8.317766166719782,557.4910299409826,Arytenoid Cartilage|Blood|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH4,8.317766166719794,505.6392806516361,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH6,212.45890591874007,1896.8679969713398,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH7,212.45890591874007,1896.8679969713398,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH7B,212.75779937887995,461.5852478756615,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH8,110.66745831185963,505.6392806516361,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYH9,8.317766166719784,189.773355389397,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
MYL1,287.0174660703726,611.1510776428665,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYL10,408.2339222929764,613.1784863044169,Cricoid Cartilage|Laryngeal Muscle
MYL12B,48.57657050002542,84.93149708191677,Arytenoid Cartilage|Liver
MYL2,256.602380586682,613.1784863044169,Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle
MYL3,348.53409456188575,684.0268229210028,Cricoid Cartilage|Sternocleidomastoid Muscle|Thyroid Cartilage
MYL6,44.076976136502246,112.76797948372248,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
MYL6B,258.1954420834207,523.2945056130486,Sternocleidomastoid Muscle
MYLK,106.78177247213418,165.6265664419662,Cricoid Cartilage
MYLK2,65.8859057128547,136.27862974880398,Sternocleidomastoid Muscle|Vocal Fold Mucosa
MYLPF,335.39379704513607,673.7761171907204,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYO15A,226.6421298833257,393.8336253181517,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYO1A,49.86072513319344,72.27184087861092,Liver
MYO1B,39.01482758375826,393.8336253181517,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYO1C,96.46023619064079,252.09171591801822,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
MYO1E,47.45822706598199,62.796920967266885,Cricoid Cartilage
MYOC,36.374540458824306,61.76406153352151,Arytenoid Cartilage|Cricoid Cartilage
MYOM1,152.5775688657943,466.63484806279826,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYOM3,345.49392177442934,873.7149334789292,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYOT,55.7117626705918,196.73051482303828,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Vocal Fold Mucosa
MYOZ1,118.30973852100615,266.4669603305302,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
MYOZ2,265.5736323983484,374.7585567341747,Cricoid Cartilage|Sternocleidomastoid Muscle
MYPN,13.742467975282498,77.73613239924629,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle
N4BP3,355.15653999655785,428.8613646155913,Cricoid Cartilage
NAA15,68.88704432248532,98.19687346340993,Liver
NAA16,71.86285512737695,83.54526081476557,Liver
NAA25,76.46762736584076,111.29679757435385,Cricoid Cartilage|Thyroid Cartilage
NAA60,193.70671091560052,216.74960695024032,Cricoid Cartilage
NACC1,464.0315853121,849.6186074279306,Arytenoid Cartilage|Vocal Fold Mucosa
NADK2,118.84220841147842,164.15563778802806,Liver
NAE1,153.28049694492842,180.76205947443356,Cricoid Cartilage
NAIP1,18.45050889326961,21.57964473976662,Liver
NAMPT,47.12882410742447,110.99974867177359,Arytenoid Cartilage|Liver
NANS,122.56341511409967,281.91039372025267,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage|Vocal Fold Mucosa
NAP1L1,28.772735239529382,107.18080235445416,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
NAP1L4,47.38792859546695,126.25631704188484,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NAPG,60.543481214975166,97.59772562885716,Arytenoid Cartilage
NAPRT,94.85962441373411,127.57310071652469,Liver
NARS1,65.61304856605076,95.23977977577695,Liver
NASP,52.635761219549714,78.43619375472059,Cricoid Cartilage
NAT10,43.045935759040255,80.60241452317798,Arytenoid Cartilage
NAT2,103.25574038507034,137.9969500907398,Liver
NAT8F2,45.62555150280767,61.67018473934654,Liver
NAXD,96.79699949631245,287.81197808688455,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
NAXE,112.7068586276328,389.86483087490274,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
NCAM2,145.91292284393637,186.03816074073762,Vocal Fold Mucosa
NCEH1,152.0198513518344,292.98225314258025,Cricoid Cartilage|Laryngeal Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NCKAP1,68.19518050930044,132.87166400510114,Cricoid Cartilage
NCL,45.679423179303285,113.93419857159567,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDC80,20.32813873457401,23.65925551951794,Liver
NDNF,31.689142665038585,67.89458955774472,Liver
NDRG1,43.93727836204807,73.19722063377775,Arytenoid Cartilage
NDRG2,27.445033050844003,142.1961905584988,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFA10,92.45044088828139,373.16133542931357,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFA12,78.13410517794384,266.4242846481423,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFA13,255.42042581658464,373.1613354293113,Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle
NDUFA2,97.79279485883865,365.93779879963313,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFA3,113.94200228382695,383.39553660840636,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFA4,66.43317892032528,275.1038917386635,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFA5,106.27695862413698,334.04683400472413,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFA6,70.6362037002088,256.3256137662969,Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
NDUFA7,65.32448100776432,289.6662429641814,Arytenoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFA8,117.56559952960214,422.3288228849649,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFA9,87.39444356940689,331.91405294156243,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFAB1,111.73035350552036,346.0689064580574,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
NDUFAF1,52.29983756740044,66.02449727511802,Thyroid Cartilage
NDUFAF2,69.07869916716567,100.9989213371137,Liver
NDUFAF4,75.04977142216336,320.345317416309,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
NDUFB1,121.57810665379472,427.97870680315907,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFB10,109.55240259095774,388.68066199623235,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFB11,85.03134498792612,425.46118499820847,Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFB3,111.70784537630067,404.36393615532273,Arytenoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NDUFB4,304.01192129807924,355.3082514615453,Laryngeal Muscle
NDUFB5,119.01225020345355,523.7888014306927,Laryngeal Muscle|Liver|Vocal Fold Mucosa
NDUFB6,120.56480891026746,148.30643071622302,Liver
NDUFB7,119.7662515006385,409.33888615744996,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
NDUFB8,303.84533942353863,430.6376477721665,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Vocal Fold Mucosa
NDUFB9,111.69284499420836,448.88106674146684,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFC2,114.12961260591844,452.91403031415217,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS1,8.3177661667198,319.5453771307941,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS2,104.63915167591588,294.22589907031363,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS3,106.37209753460765,300.9866534001999,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS4,74.21276023125056,287.31489349620495,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS5,112.99009939169136,441.37788096149495,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS6,162.94967512428104,330.39786163722096,Arytenoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFS7,68.09190100051703,145.02251184236184,Arytenoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
NDUFS8,192.22940066370873,331.7155001681039,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle
NDUFV1,94.12432009413035,283.35091693805504,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFV2,94.15095553475733,310.4802600491283,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NDUFV3,227.2613706753776,264.05606878472184,Cricoid Cartilage
NEDD4,23.64143525770779,53.53004580055569,Arytenoid Cartilage|Cricoid Cartilage|Liver
NEDD8,78.62897543809204,108.62956989314728,Arytenoid Cartilage
NELFCD,86.10523982110448,128.8377659033207,Liver
NEXMIF,19.950269632953997,41.32230198578841,Sternocleidomastoid Muscle
NF2,32.095100195706664,92.03614015733717,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Vocal Fold Mucosa
NFS1,71.41245904029584,98.64523442502522,Liver
NFU1,53.1130306613411,62.59136253081002,Liver
NHERF1,44.08982622628252,63.36138767259059,Liver
NHLRC2,131.66230576520022,164.5290508696629,Cricoid Cartilage
NIBAN2,77.13062098218971,95.68899817911213,Cricoid Cartilage
NID1,127.94594934193765,378.8552114196426,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NID2,1567.9106817567065,2497.827677693494,Arytenoid Cartilage
NIF3L1,158.91796268086102,188.3338880723581,Cricoid Cartilage
NIN,591.5907657695166,795.1975302791037,Sternocleidomastoid Muscle
NIPSNAP1,121.6136584066,160.63665829894512,Liver
NIPSNAP2,252.28286826561032,438.35394818020234,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NIPSNAP3B,144.15539283742396,169.07747061122802,Liver
NIT1,107.44385670373134,141.25441397162882,Liver
NIT2,97.7985439943398,135.19327373782008,Liver
NKAP,108.29014668297573,160.0339810816621,Sternocleidomastoid Muscle
NKX6-1,547.9424352252554,662.5062657681711,Arytenoid Cartilage
NLGN2,59.70902815203597,75.41039135738303,Cricoid Cartilage
NLRP12,28.843075687354744,53.35834856926171,Arytenoid Cartilage
NME1,82.6487099236769,319.36134254971483,Arytenoid Cartilage|Blood|Cricoid Cartilage|Liver|Thyroid Cartilage
NME2,74.30225706121905,342.5063276391875,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NMT1,58.49754671017192,90.7755775043041,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
NMT2,58.49754671017192,83.19430052729885,Arytenoid Cartilage
NNT,124.1642956668064,434.34810270075013,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
NOL10,201.66726067917386,275.7422896306999,Blood
NOL8,265.10808499505833,374.7585567344092,Sternocleidomastoid Muscle
NOMO1,129.157859731667,172.49618761342563,Liver
NONO,67.85858590021903,1762.2385946438949,Arytenoid Cartilage|Cricoid Cartilage|Thyroid Cartilage
NOP56,687.4186914644143,1486.642746509266,Arytenoid Cartilage|Laryngeal Muscle
NOP58,116.20237729420114,225.62772729459704,Arytenoid Cartilage|Cricoid Cartilage
NPEPL1,109.14271311795457,167.3426449394878,Cricoid Cartilage|Liver|Thyroid Cartilage
NPEPPS,78.96113695384871,210.89670808102704,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
NPHP3,96.31503203704268,133.80143435564835,Liver
NPL,109.90705822832152,154.56222552662038,Cricoid Cartilage|Liver
NPLOC4,60.940480377449575,100.14165864095756,Liver
NPM1,8.317766166719759,144.58136914161148,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage
NQO1,22.974398670660715,298.55585666612524,Arytenoid Cartilage|Cricoid Cartilage|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
NQO2,100.0032000807771,298.2347137579792,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
NR3C1,46.375992677758404,72.97886524868929,Cricoid Cartilage
NRAS,72.46387739441828,211.05724858445404,Liver|Thyroid Cartilage|Vocal Fold Mucosa
NSDHL,44.66634178240436,86.27045757110406,Liver
NSF,72.18403338296741,166.2223454579505,Cricoid Cartilage
NSFL1C,54.14154895996438,137.26819319612747,Cricoid Cartilage|Liver
NSUN2,46.27150738050375,188.63286464937943,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Thyroid Cartilage
NT5C,93.32173417164263,207.97015043670865,Cricoid Cartilage|Liver
NT5C3,51.92924093468762,222.78736217264134,Blood|Cricoid Cartilage|Laryngeal Muscle|Liver
NT5C3B,97.07943705321368,128.0542863015837,Cricoid Cartilage|Thyroid Cartilage
NT5E,219.6689863123098,445.63440486040247,Arytenoid Cartilage|Cricoid Cartilage
NUAK1,8.317766166719775,15.955814630192464,Blood
NUBPL,25.169885363712815,29.439251669566783,Liver
NUCB1,18.428230606875545,113.77834849489557,Arytenoid Cartilage|Cricoid Cartilage|Liver
NUCB2,71.17414252957992,97.24969211644276,Cricoid Cartilage
NUDC,46.29597398892016,67.81156177009083,Liver
NUDT12,54.92268590392108,90.54829269235017,Liver
NUDT16,98.44092747166837,114.29427917167374,Liver
NUDT19,59.902532618333524,95.28342020411631,Liver
NUDT21,68.54925141518315,89.64559106232697,Liver
NUDT7,45.65059228187672,112.9364041645533,Arytenoid Cartilage|Cricoid Cartilage|Liver
NUMA1,42.359778807900526,54.98622441144549,Arytenoid Cartilage
NUP107,259.2819877405377,360.85753434773596,Laryngeal Muscle
NUP155,212.75779937893262,269.18337109124184,Liver
NUTF2,94.56842893205393,310.24864478617474,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
NYNRIN,299.7933381408407,331.31910642172664,Sternocleidomastoid Muscle
OAT,32.476050939869445,87.71701731314903,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
OBSCN,74.51860031104945,284.12523199707914,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
OGDH,56.49696835944536,226.54953470569814,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
OGN,128.9476190484361,337.5031919951062,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
OLA1,79.95161404064797,307.32555576265537,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
OLFM3,40.32074345203035,114.7119868531154,Sternocleidomastoid Muscle|Thyroid Cartilage
OMD,459.03786792049823,609.3601587340278,Cricoid Cartilage
OPA1,79.27722232861149,333.0436903590182,Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage
OPLAH,73.19077976786019,144.49346246363885,Cricoid Cartilage|Liver|Thyroid Cartilage
ORM1,16.938218294350357,32.41340594552681,Blood
OS9,30.976337579023326,48.21474171358634,Liver
OSBPL1A,121.78281356832332,179.37817913985668,Thyroid Cartilage
OSBPL8,1249.8521662989247,1661.8913420018662,Cricoid Cartilage
OSTC,104.9891595673001,252.8196403258172,Laryngeal Muscle|Liver
OSTF1,46.946613047661025,95.20707567925075,Arytenoid Cartilage|Liver
OTC,113.52212592763271,313.6412581718317,Laryngeal Muscle|Liver
OTOA,312.3457065985507,449.73053077693356,Arytenoid Cartilage
OTOL1,890.5531227750905,1378.2545429526667,Blood
OTUB1,65.60528585178734,146.4008829836889,Arytenoid Cartilage|Liver
OXCT1,102.63778586771141,236.80473072501496,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Vocal Fold Mucosa
OXSM,131.2468034196347,291.59565878054354,Cricoid Cartilage|Liver
OXSR1,148.4122788244277,216.10200485111403,Cricoid Cartilage|Sternocleidomastoid Muscle|Thyroid Cartilage
P4HA1,42.66615115013778,92.79596325898773,Cricoid Cartilage|Thyroid Cartilage
P4HB,29.529657110923413,248.62550191950496,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
PA2G4,61.93422313268329,148.42552046248437,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
PABPC1,51.95356756226947,162.26621472326613,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
PABPN1,64.35906968987432,124.3685132583484,Cricoid Cartilage|Liver
PACSIN2,49.318230510327865,104.62598951848243,Arytenoid Cartilage|Cricoid Cartilage|Liver
PACSIN3,81.64678445859514,242.4297920932516,Sternocleidomastoid Muscle
PADI2,60.552296194222436,337.4347329296605,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage
